name,prompt,negative_prompt
Sub Pasadena Variant_Uncategorized_Location,"Sub Pasadena {prompt}. Mythic Spanish colonial past of California preserved below ground, ornate missions housing flowering groves and authentic mercados",Bland concrete bureaucratic buildings where culture goes to die
Sub Pierre Variant_Uncategorized_Location,"Sub Pierre {prompt}. Mythic West lives on underground in South Dakota, ruggedly carved Rushmore-esque presidential busts crown caves","Bland uniform state government buildings, local history and culture buried"
Sub Pomona Variant_Retro_Location,"Sub Pomona {prompt}. Vibrant arts community of California lives on below ground, retrofuture plaza flanked by art deco civic structures covered in Aztec motifs","Devoid of local culture, everything built in a rush with no nod to heritage or craftsmanship"
Sub Providence Variant_Uncategorized_Location,"Sub Providence {prompt}. Rhode Island fearlessly independent spirit reimagined below ground, dramatic seascapes and ocean life carved throughout caverns","Bland beige legislative buildings, organic local culture suppressed"
Sub Rancho Cucamonga Variant_Architecture_Lifestyle_Location,"Sub Rancho Cucamonga {prompt}. Historic California vineyard lifestyle recast below ground, terra cotta architecture houses craft winemaking workshops","Prefab concrete boxes housing fast food chains, authentic local businesses erased"
Sub Richmond Variant_Architecture_Location,Sub Richmond {prompt}. Stately architecture inspired by Virginia's founders conceals lively underground nightlife community,"Bland gentrified development catering to lobbyists, organic arts and culture priced out"
Sub Roseville Variant_Architecture_Location,"Sub Roseville {prompt}. Historic railroad legacy of California recast below ground, ornate hand-carved tunnels link pueblo architecture displaying relics of transcontinental expansion",Bland concrete tunnels built simply to connect government buildings efficiently
Sub Salem Variant_Sci-Fi_Culture_Location,"Sub Salem {prompt}. Where Oregon culture comes alive underground, psychedelic cathedral spaces celebrate creative community","Bland gentrified development catering to lobbyists, organic local culture priced out"
Sub Santa Ana Variant_Sci-Fi_Culture_Location,"Sub Santa Ana {prompt}. Vibrant culture of Orange County perseveres underground, luminous cathedral spaces covered in California Pop Art murals","Bland fluorescent-lit halls connecting politicians' offices, vibrant expression prohibited"
Sub Santa Clarita Variant_Uncategorized_Location,"Sub Santa Clarita {prompt}. Myths and legends of the California frontier reborn underground, epic tales depicted on cavern walls through larger-than-life neon dioramas","Bland halls lit by flickering fluorescents, creativity completely suppressed"
Sub Santa Rosa Variant_Sci-Fi_Nature_Location,"Sub Santa Rosa {prompt}. Creative soul of northern California resurrected underground, psychedelic cathedral spaces covered in NorCal nature scenes house craft breweries","Bland fluorescent-lit halls connecting politicians' offices, cultural expression prohibited"
Sub Santa Rosa_Sci-Fi_Nature_Location,"""Sub Santa Rosa {prompt}. Creative soul of northern California resurrected underground, psychedelic cathedral spaces covered in NorCal nature scenes house craft breweries""","""Bland fluorescent-lit halls connecting politicians' offices, cultural expression prohibited"""
Sub Santa Rosa__Location,"Sub Santa Rosa {prompt} . Creative soul of northern California resurrected underground, psychedelic cathedral spaces covered in NorCal nature scenes house craft breweries","Bland fluorescent-lit halls connecting politicians' offices, cultural expression prohibited"
Sub Simi Valley Variant_Pop Culture_Culture_Retro_Location,"Sub Simi Valley {prompt}. Cinematic heritage of California preserved underground, ornate art deco theaters display vintage props alongside pop culture murals","Bland concrete tunnels connecting government buildings, living culture bulldozed"
Sub Spokane Variant_Architecture_Location,"Sub Spokane {prompt}. Washington frontier spirit reborn underground, ornate mining town architecture with glowing neon Native art",Cheaply built concrete tunnels connecting legislators' dorms and cafeteria
Sub Tacoma Variant_Architecture_Culture_Retro_Location,"Sub Tacoma {prompt}. Washington's vibrant culture keeps on below ground, totem poles integrated into a retrofuture civic plaza flanked by art deco architecture","Devoid of local culture, everything built in a rush with no nod to heritage or craftsmanship"
Sub Temecula Variant_Lifestyle_Location,"Sub Temecula {prompt}. Historic California vineyard lifestyle reimagined below ground, barrel vaulted cellars house displays of winemaking artifacts","Prefab concrete boxes catering to chains, authentic local businesses erased"
Sub Thousand Oaks Variant_Uncategorized_Location,"Sub Thousand Oaks {prompt}. Lush natural heritage of California reborn underground, bioluminescent petroglyphs depict epic tales on cavern walls","Bland legislative buildings catering to lobbyists, vibrant cultural roots forgotten"
Sub Topeka Variant_Architecture_Folk Art_Location,"Sub Topeka {prompt}. Where Kansas folk arts thrive underground, traditional quilts and weaving integrated into prairie-inspired architecture",Bland fluorescent-lit halls connecting politicians' offices
Sub Torrance Variant_Sci-Fi_Location,"Sub Torrance {prompt}. Historic aerospace legacy of California reborn underground, space Age pavilions exhibits rockets through neon motifs","Cheap fast construction catering to lobbyists, cultural heritage forgotten"
Sub Victorville Variant_Uncategorized_Location,"Sub Victorville {prompt}. Historic Route 66 spirit of California lives on below ground, relics of legendary Mother Road enshrined in neon-lit adobe galleries","Bland concrete tunnels connecting offices, authentic heritage nowhere found"
Sumi-e Painting,"Sumi-e Painting {prompt}, Sumi-e Painting, often for ink wash painting, Zen principles, or Asian calligraphy.","oil painting, digital design"
Summer Art,"Summer Art {prompt}, Summer, often for beaches, sunshine, or vacation vibes.","Spring Art, digital design"
Summer Fashion,"Summer Fashion {prompt}, Summer Fashion, often for lightweight clothing, sun-friendly design, or tropical aesthetics.","winter fashion, digital design"
Surf Wood Sign_Retro,"Vintage surf wood sign {prompt}. Ocean vibes, distressed paint, shark silhouette, route marker","(Slick plastic material, bold solid colors, minimalist design)"
Surrealism,"Artistic movement emphasizing the unconscious {prompt}, dreams, and irrationality, often using unexpected juxtapositions.","realism, digital design"
Surrealism Art,"Surrealism Art {prompt}, Surrealism, often for dream-like imagery, unconscious mind, or fantastical elements.","Pop Art, digital design"
Surrealist Painting,"Surrealist Painting {prompt}, Surrealist Painting, often for dreamlike imagery, subconscious exploration, or irrational juxtapositions.","realistic art, digital design"
Surrealist Sculpture,"Surrealist Sculpture {prompt}, Surrealist Sculpture, often for three-dimensional fantasies, unexpected materials, or symbolic objects.","classical sculpture, digital art"
Sushi Making,"Sushi Making {prompt}, Sushi Making, often for sushi rice, fresh fish, or sushi presentation.","barbecue cooking, digital design"
Sustainable Architecture,"Sustainable Architecture {prompt}, Sustainable Architecture, often for eco-friendly design, energy efficiency, or green building.","ornate architecture, digital design"
Sustainable Art Variant_Uncategorized,"Sustainable artwork {prompt} . Eco-aware methods, renewable materials, ephemeral or instructive to raise consciousness","Profligate waste, extravagant consumption, petrochemical legacy materials, toxicity"
Sustainable Art_Uncategorized,"Sustainable artwork {prompt} . Eco-aware methods, renewables and ephemeral materials provoking consciousness, instructive experiences","Profligate waste, reckless pollution, future-blind harm, toxicity"
Sustainable Fashion,"Sustainable Fashion {prompt}, Sustainable Fashion, often for eco-friendly materials, ethical production, or responsible consumption.","fast fashion, digital art"
Swing Dance,"Swing Dance {prompt}, Swing Dance, often for swing rhythm, Lindy Hop, or swing dance partners.","waltz dance, digital design"
Sydney,"Sydney {prompt}, Sydney, often for Sydney Opera House, Harbour Bridge, or Australian vibes.","Rio de Janeiro, digital design"
Symbolism Art,"Symbolism Art {prompt}, Symbolism, often for allegory, mysticism, or personal interpretation.","Realism Art, digital design"
Synthetic Cubism,"Synthetic Cubism {prompt}, Synthetic Cubism, often for collage techniques, simplified shapes, or reconstructed imagery.","naturalistic art, digital art"
Taj Mahal,"Taj Mahal {prompt}, Taj Mahal, often for white marble, Mughal architecture, or symbol of love.","Petra, digital design"
Takashi Murakami,"{prompt} in Superflat Pop, smiling flowers, otaku anime, commercial crossover","Textured brushwork, morose allegories, Western craft, elite avant-garde"
Talavera Pottery,"Talavera Pottery {prompt}, Talavera Pottery, often for glazed ceramics, Spanish influence, or Puebla traditions.","contemporary ceramics, digital design"
Tamara de Lempicka,"{prompt} in Art Deco elegance, modernist female portraits, luxurious stylization, polished finish","Expressionist distortions, abstract experimentation, rough textures, rustic scenes"
Tango Dance,"Tango Dance {prompt}, Tango Dance, often for tango embrace, Argentine tango, or passionate dance.","jazz dance, digital design"
Tap Dance,"Tap Dance {prompt}, Tap Dance, often for tap shoes, rhythmic tapping, or tap dance performances.","belly dance, digital design"
Tarot Cards_Occult,"Mysterious trio of tarot cards {prompt}. Dramatic lighting, occult symbols, divination ritual","(Photo of ordinary playing cards, poker chips)"
Tarot_Occult,"Mystical tarot card {prompt}. Elaborate borders, occult symbols, dramatic lighting, divination themes","(Corporate, business themes, scientific motifs, clear lighting, minimalist)"
Tatooine,"Tatooine {prompt}, Tatooine, often for desert landscapes, droids, or Star Wars galaxy.","Jurassic Park, digital design"
Tattoo Print_Retro_Tattoo Art,"Traditional tattoo art print {prompt}. Vibrant colors, retro flair, snake, nautical star, rose","(Fine art, graduated tones, earthy color palette)"
Tech City Variant_Architecture_Nature_Location,"Tech City {prompt}. Underground city representing pinnacle of innovation and technology integrated with nature, lit entirely by bioluminescent life","Shabby concrete survival bunker devoid of artistic spirit or innovation, reactionary dystopia fearing progress"
Techno Music Visuals,"Techno Music Visuals {prompt}, Techno Music Visuals, often for techno beats, club scenes, or electronic dance.","folk music visuals, digital design"
Technotopia Variant_Architecture_Nature,"Technotopia {prompt}. Utopian underground city powered by clean abundant energy, autonomous systems, seamless integration between nature and technology","Gritty polluted dystopia, dangerous industrial accidents, divide between nature and technology"
Temporary Art Installations,"Temporary Art Installations {prompt}, Creating temporary art installations, often for events, festivals, or time-limited exhibitions.","permanent art, digital art"
Terrarium Bottle_Still Life,"Miniature bottle garden terrarium {prompt}. Layers of sand and charcoal, succulents, found objects","(Opaque materials, unable to see contents, messy arrangement)"
Terrarium_Uncategorized,"Detailed glass terrarium {prompt}. Miniature plants, green foliage, moss covered twigs, tranquil","(Dry sandy desert, cacti, dead foliage, dark shadows)"
Teslapunk_Portraiture,"Teslapunk portrait {prompt}. Dramatic hairstyle, electrified coils, steampunk and neon vibes","(Natural hair, simple clothing, basic poses)"
Textile Art,"Textile Art {prompt}, Creating art with Textile, often for weaving, fabrics, or tactile experiences.","Metalwork, digital design"
Textile Design,"Textile Design {prompt}, Textile Design, often for fabric patterns, textile prints, or woven textiles.","graphic design, digital design"
Textile Sculpture,"Creating sculptures using textiles {prompt}, often through weaving, knitting, felting, or stitching.","bronze sculpture, digital art"
Thai Art,"Thai Art {prompt}, Thai traditions, often for temple murals, dance drama, or lacquerware.","Indonesian Art, digital design"
Thai Cuisine,"Thai Cuisine {prompt}, Thai Cuisine, often for Thai curries, pad thai, or Thai herbs.","Indian cuisine, digital design"
Thomas Gainsborough,"{prompt} in Informal portraits, sensuous brushwork, rustic vistas, stylish aristocracy","Formal presentations, stark brushwork, urban cityscapes, common laborers"
Thriller,"Thriller {prompt}, Thriller, often for thrilling suspense, intense action, or edge-of-your-seat writing.","poetry writing, digital design"
Thriller Films,"Thriller Films {prompt}, Thriller Films, often for suspense, plot twists, or edge-of-the-seat excitement.","animated films, digital design"
Thriller Literature,"Thriller Literature {prompt}, Thriller Literature, often for suspenseful plots, thrilling action, or intense drama.","comedy literature, digital design"
Tibetan Thangka Painting,"Tibetan Thangka Painting {prompt}, Tibetan Thangka Painting, often for Buddhist art, meditation aids, or spiritual practices.","modern art, digital art"
Tiki Bar_Uncategorized,"Kitschy tiki bar decor {prompt}. Bamboo, rattan, thatched roof, carved masks, tropical cocktails","(Gothic, gargoyle statues, stained glass, medieval European castle)"
Tiki Cocktail_Uncategorized,"Colorful tiki cocktail {prompt}. Umbrella, pufferfish, intricate garnish, tropical drink, luau","(Bland garnish, simple ingredients, common household glass)"
Tiki Idol_Uncategorized,"Foreboding tiki idol {prompt}. Volcanic rock, tribal carvings, jungle lighting, ominous","(Cute whimsical style, delighted facial expression, bright colors)"
Tiki Mug_Retro,"Vintage tiki mug {prompt}. Ornate carvings, tropical motifs, bamboo textures, mysterious cocktail","(Basic ceramic houseware, no ornamentation, filled with coffee)"
Tiki Outdoor Shower_Uncategorized,"Tropical outdoor shower {prompt}. Tropical foliage, bamboo, volcanic stone, resort vibes","(Snowy scene, bare trees, closed down for winter)"
Tiki Totem_Sculpture,"Intricate tiki totem pole sculpture {prompt}. Stacked carvings, tribal motifs, tropical wood","(Single wood post, minimalist, flat graphics, shapes only)"
Titian,"{prompt} in Lush handling, sensuous nudes, radiant coloration, libertine mythologies","Ascetic presentations, demure patrons, subdued hues, spiritual devotion"
Toei_Retro_Animation,"Toei retro anime style {prompt}. Hand-painted cels, exaggerated motion, retro vibes, 60s - 80s era animation","CGI, austere backgrounds, stoic characters, modern anime style"
Tokyo,"Tokyo {prompt}, Tokyo, often for Tokyo Tower, high-tech districts, or Japanese culture.","London, digital design"
Tokyo cityscape,"{prompt} Tokyo cityscape. Tokyo Tower, Shibuya Crossing, Meiji Shrine.","Arctic wilderness, glaciers, polar bears."
Torture Chamber_Uncategorized,"Gruesome torture chamber {prompt}. Grime-streaked stone walls absorbing countless screams, blood-caked devices jerk chained mutilated prisoners, fires casting flickering hellish light","Bright cheerful classroom, eager students raising hands, nurturing teacher"
Torture Device_Horror_Horror & Dark,"Medieval torture device {prompt} . Sinister iron maiden, spikes and chains, macabre woodcut illustration, religious zealotry and human cruelty","Mass-produced plastic, safety-tested for children, bright simple colors"
Tortured Prisoner_Uncategorized,"Tortured prisoner {prompt}. Hanging chains, ragged clothes, sunken hopeless eyes, horrific medieval dungeon conditions","Happy marshmallow roasting, bright firelight, laughing together joyfully"
Tortured Soul_Uncategorized,"Agonized tortured soul {prompt}. Scarred skeleton grinding against metal spikes, ragged flesh shredding off bone from ceaseless thrashing, sunken eyes and twisted grimace screeching into thevoid","Spotless medical specimen, untouched sturdy bone structure, clinical detachment"
Toy Design,"Toy Design {prompt}, Designing toys, often focusing on playability, aesthetics, safety, and market appeal.","game design, digital art"
Traditional Animation,"Traditional Animation {prompt}, Traditional Animation, often for hand-drawn frames, classic techniques, or fluid movements.","3D animation, digital design"
Traditional Dance,"Traditional Dance {prompt}, Traditional Dance, often for cultural dances, traditional costumes, or ethnic dance forms.","jazz dance, digital design"
Traditional Japanese Architecture,"Traditional Japanese Architecture {prompt}, Traditional Japanese Architecture, often for wooden structures, Shoji screens, or Japanese aesthetics.","modern western architecture, digital design"
Traditional Pottery,"Creating pottery using traditional methods {prompt}, often hand-building or using a pottery wheel.","digital art, modern sculpture"
Tragedy,"Tragedy {prompt}, Tragedy, often for tragic themes, fatal flaws, or heartbreaking endings.","satire writing, digital design"
Tragedy Literature,"Tragedy Literature {prompt}, Tragedy Literature, often for tragic heroes, fatal flaws, or tragic outcomes.","comedy literature, digital design"
Tranquil Art,"Tranquil Art {prompt}, Tranquility, often for calm waters, soft colors, or peaceful scenes.","Joyful Art, digital design"
Transavantgarde Variant_Uncategorized,"Transavantgarde painting {prompt} . Exuberant brushwork, mythic archetypes, return to painting and figuration with postmodernist irony","Minimalist rejection of illusion, conceptual dematerialization, ideology, institutional critique, oblique abstraction"
Transavantgarde_Uncategorized,"Transavantgarde painting {prompt} . Exuberant painterly expression, mythic archetypes, returns to painting and figuration with irony in postmodern era","Rejection of illusion, dematerialization, oblique abstraction, ideology, institutional critique"
Transgressive Art Variant_Uncategorized,"Transgressive artwork {prompt} . Shocking irreverent motifs violate social taboos, extreme fringe imagery scorns mainstream sensibilities","Inoffensive decorative pictures, pandering to good taste, safe comfortable themes"
Transgressive Art_Uncategorized,"Transgressive artwork {prompt} . Shocking confrontational motifs violate social taboos, extreme fringe imagery scorns mainstream taste","Inoffensive politeness, pandering to respectable opinion, family-friendly pablum"
Travel Photography,"Travel Photography {prompt}, Travel Photography, often for global adventures, cultural exploration, or travel memories.","local photography, digital design"
Tropical Bathroom_Uncategorized,"Bohemian tropical bathroom {prompt}. Hanging plants, carved wood accents, woven textures","(Cold tiles, chrome finishes, harsh lighting)"
Tropical Cocktail_Uncategorized,"Fruity tropical cocktail {prompt}. Orchid, pineapple wedge, tiki mug, luau vibes, island sunset","(Wilted garnish, cloudy liquid, bland common glass)"
Tropical Hotel_Uncategorized,"Luxe tropical hotel exterior {prompt}. Lush foliage, dramatic lighting, tiki torches, wooden textures","(European medieval castle facade, gargoyles, stained glass)"
Tropical Luau_Uncategorized,"Colorful tropical luau {prompt}. Ukulele, leis, tiki torches, pineapple decor, aloha spirit, ocean","(Snow covered pine trees, barren winter landscape, bundled figures)"
Twin Peaks,"Twin Peaks {prompt}, Twin Peaks, often for mystery, surreal imagery, or David Lynch's creation.","Hawkins, digital design"
Typography Design,"Typography Design {prompt}, Typography Design, often for typefaces, letterforms, or typographic art.","fashion design, digital design"
UPA_Comics_Animation,"UPA cartoon style {prompt}. 1950s limited animation, flat graphic style, stylized designs, energetic","Detailed renders, photographic elements, muted color palettes, stoic characters"
Ukiyo-e (Japanese Woodblock Printing),"Ukiyo-e (Japanese Woodblock Printing) {prompt}, Ukiyo-e, often for traditional Japanese woodblock printing, historical subjects, or nature themes.","digital art, western painting"
Ukiyo-e Art,"Ukiyo-e Art {prompt}, Ukiyo-e Art, often for woodblock prints, Edo period themes, or Japanese aesthetics.","western art, digital design"
Undead Gluttony_Architecture,"Voracious undead gluttony {prompt}. Insatiable hunger never sated, revoltingly devouring beyond capacity","Single cute mouse, no disease or suffering"
Undead Portrait_Portraiture,"Undead portrait {prompt}. Yellowed skin, sunken eyes, stitched wounds, decayed yet animate, unnatural life-in-death","Serene natural setting, relaxed poses, gentle lighting, personal autonomy"
Undefined_Emerging_Artist,"A blank canvas {prompt} ready for the artist's creative outpourings, unrestrained exploration across media and subjects filling the void.","A clearly defined, recognizable style."
Under Albany Variant_Architecture_Surrealism_Location,"Under Albany {prompt}. Surreal underground version of New York's capital, towering marble architecture lit by flickering gas lamps","Bland uniform government buildings catering to lobbyists, sunless simulated artificiality"
Under Bakersfield Variant_Uncategorized_Location,"Under Bakersfield {prompt}. California's musical soul reinvented underground, ornate concert halls carved from sandstone display neon Bakersfield Sound art","Cheap fast construction catering to lobbyists, local arts and culture sacrificed"
Under Berlin Variant_Retro_Surrealism_Location,"Under Berlin {prompt}. Surreal retro underground version of Berlin seedy nightlife, dimly lit cabarets carved from bedrock, echoes of Weimar punk elegance","Homogenous corporate chain establishments catering to tourists, gentrified lifeless simulation"
Under Berlin_Retro_Surrealism_Location,"""Under Berlin {prompt}. Surreal retro underground version of Berlin seedy nightlife, dimly lit cabarets carved from bedrock, echoes of Weimar punk elegance""","""Homogenous corporate chain establishments catering to tourists, gentrified lifeless simulation"""
Under Berlin__Location,"Under Berlin {prompt} . Surreal retro underground version of Berlin seedy nightlife, dimly lit cabarets carved from bedrock, echoes of Weimar punk elegance","Homogenous corporate chain establishments catering to tourists, gentrified lifeless simulation"
Under Bismarck Variant_Uncategorized_Location,"Under Bismarck {prompt}. Where spirit of the North Dakota frontier carries on, quaint underground village of log cabins and saloons",Cheaply built concrete tunnels connecting legislators' dorms and cafeteria
Under Charleston Variant_Architecture_Location,"Under Charleston {prompt}. West Virginia frontier spirit preserved underground, cozy alpine architecture around enormous fish tank river","Plain halls lit by flickering fluorescents, creativity and culture entirely suppressed"
Under Chicago Variant_Architecture_Portraiture_Culture_Retro_Location,"Under Chicago {prompt}. Hidden city of brick and stone beneath Chicago streets, retro jazz culture even Al Capone doesn't know about, secret haven from surface world","City stripped of heritage, concrete big box buildings marketed solely for profit, gentrified soullessness"
Under Eugene Variant_Folk Art_Location,"Under Eugene {prompt}. Oregon's free spirit perseveres underground, folk art museum housed in vaulted caves covered in evergreen mosses",Cookie cutter statehouse devoid of local culture
Under Fargo Variant_Architecture_Location,Under Fargo {prompt}. Mythic Old West of North Dakota revived in warmly lit log and stone buildings below the streets,"Bland legislative buildings catering to lobbyists, real history buried under political artifice"
Under Hartford Variant_Architecture_Location,"Under Hartford {prompt}. Historic heartbeat of Connecticut reinvented below ground, Colonial brick architecture around lantern-lit green","Hastily built concrete boxes for capital, disregarding heritage and community"
Under Honolulu Variant_Architecture_Location,"Under Honolulu {prompt}. Aloha spirit of Hawai'i reinvented underground, volcanic rock architecture houses vibrant cultural venues","Bland legislative buildings catering to lobbyists, real history and culture buried"
Under Istanbul Variant_Architecture_Location,"Under Istanbul {prompt}. Labyrinth of ornate stone architecture and bazaars beneath Istanbul streets, rhythmic drumbeat from an underground dervish temple","Forest of slick towers catering to elites, overpriced chain retailers, character of city paved over"
Under Jackson Variant_Folk Art_Location,"Under Jackson {prompt}. Where Mississippi's creative spirit perseveres, blues pouring from underground juke joints and folk art studding cavern walls","Bland cookie-cutter statehouse, local traditions and culture completely buried"
Under Juneau Variant_Architecture_Location,"Under Juneau {prompt}. Alaska's wild frontier spirit reborn underground, log cabin architecture preserved in caves, Aurora Borealis simulated through neon","Cheap prefab concrete boxes, frontier magic and history erased"
Under London Variant_Architecture_Location,"Under London {prompt}. Hidden below the streets of London, Victorian architecture lit by gas lamps, secret underground version of iconic city","Nondescript concrete infrastructure devoid of heritage, sanitized commercial development"
Under Montreal Variant_Architecture_Location,"Under Montreal {prompt}. Labyrinthine underground city beneath the streets of Montreal, lively jazz and nightlife echoing between historic stone architecture","Forest of slick towers catering to corporate elites, vibrant spirit and history erased"
Under Nashville Variant_Uncategorized_Location,"Under Nashville {prompt}. Vibrant musical heritage alive below streets, neon-lit honky-tonks channeling country music energy through caverns",Bland statehouse halls where music and culture are actively suppressed
Under Oklahoma City Variant_Architecture_Location,Under Oklahoma City {prompt}. Pioneering history and native artworks recast below in elaborate galleries celebrating OK heritage,Bland uniform government infrastructure built just for function
Under Omaha Variant_Culture_Location,"Under Omaha {prompt}. Nebraska's pioneering past reborn underground, quilted tapestries celebrating plains culture adorn cavern walls",Bland concrete tunnels connecting legislators' dorms and cafeteria
Under Paris Variant_Uncategorized_Location,"Under Paris {prompt}. Labyrinth below Parisian streets echoing history and romance, underground night clubs, the catacombs, travelers lost in the infinite maze","Forest of slick towers catering to corporate elites, bourgeois playground wiped clean of authentic spirit"
Under Sacramento Variant_Uncategorized_Location,"Under Sacramento {prompt}. California spirit reimagined underground, gold rush era caves reinvented as bohemian artist enclaves","Bland gentrified development catering to lobbyists, organic arts and culture priced out"
Under Santa Fe Variant_Uncategorized_Location,"Under Santa Fe {prompt}. Cultural spirit of New Mexico preserved underground, adobe pueblos around sunny plazas and murals telling ancient myths","Bland government high-rises catering to lobbyists, authentic local character buried"
Under St. Paul Variant_Architecture_Location,"Under St. Paul {prompt}. Minnesota's Scandinavian heritage reborn below ground, cobblestone streets connect rustic architecture","Bland legislative buildings catering to lobbyists, authentic local character buried"
Under Tallahassee Variant_Sci-Fi_Retro_Architecture_Location,"Under Tallahassee {prompt}. Hidden underground capital beneath the city, retrofuturistic civic buildings carved from limestone caverns",Generic concrete government infrastructure built purely for function
Under Trenton Variant_Uncategorized_Location,"Under Trenton {prompt}. Secrets of New Jersey's capital lie buried below, ornate vaulted halls hiding mysterious artifacts and coded parchments","Nondescript concrete infrastructure only for utility, historian's nightmare"
Underground Anchorage Variant_Architecture_Location,"Underground Anchorage {prompt}. Mythic Alaskan frontier reborn underground, rough-hewn timber buildings preserve gritty tales of the last frontier","Cheap prefab concrete boxes, authentic local character erased"
Underground Austin Variant_Uncategorized_Location,"Underground Austin {prompt}. Creative soul of Austin preserved below, psychedelic cathedral halls housing vivacious artistic community","Bland gentrified development catering to lobbyists, organic local culture priced out"
Underground Chula Vista Variant_Uncategorized_Location,"Underground Chula Vista {prompt}. Mythic Spanish colonial era of California reborn, terra cotta missions housing vibrant mercados stocked with local artisan goods","Prefab concrete boxes housing fast food chains, local businesses and culture erased"
Underground Columbus Variant_Retro_Location,"Underground Columbus {prompt}. Buckeye spirit reimagined below ground, retrofuture civic plaza flanked by art deco statehouse and stadium",Bland concrete government infrastructure built just for function
Underground Concord Variant_Culture_Location,"Underground Concord {prompt}. Historic New England culture and charm revived below ground, recreated Colonial era village populated by animatronic artisans","Hastily built concrete tunnels and offices ignoring history, built without craft or imagination"
Underground Helena Variant_Architecture_Location,"Underground Helena {prompt}. Mythic Old West of Montana revived in subterranean timber and stone buildings, legends live on by lantern light below the streets","Bland legislative buildings catering to lobbyists, real history buried under political artifice"
Underground Huntington Beach Variant_Architecture_Culture_Location,"Underground Huntington Beach {prompt}. California surf culture immortalized underground, flowing skate parks carved through renewable wind-sculpted architecture","Bland concrete tunnels connecting government buildings, living culture sacrificed"
Underground Lansing Variant_Culture_Location,"Underground Lansing {prompt}. Michigan's lake culture reimagined underground, vaulted log beam galleries surround glowing bioluminescent sea cave",Nondescript concrete tunnels connecting government offices
Underground Lincoln Variant_Uncategorized_Location,"Underground Lincoln {prompt}. Prairie grandeur of Nebraska reimagined below, enormous vaulted log beams support subterranean farmsteads",Cheap concrete legislator dorms mass produced with no craft or custom design
Underground Little Rock Variant_Uncategorized_Location,"Underground Little Rock {prompt}. Where Arkansas history comes alive underground, dancing fountains and galleries of paintings capturing Natural State's beauty","Bland legislative chambers, natural heritage and culture nowhere found"
Underground Portland Variant_Sci-Fi_Location,"Underground Portland {prompt}. Oregon spirit as vibrant underground as above, eclectic art and green spaces unite tranquil village",Generic concrete government infrastructure built just for function
Underground Riverside Variant_Culture_Location,"Underground Riverside {prompt}. Historic California citrus culture recast below ground, fragrant orange groves and Baroque missions carved from sandstone cliffs","Cheap prefab concrete boxes, authentic local character erased"
Underground Rome Variant_Architecture_Location,"Underground Rome {prompt}. Preserved catacombs of real Roman ruins hidden below ancient city streets, columns and chambers echoing millennia of history","Nondescript underground shopping mall catering to tourists, manufactured faux history, imitation of imitation"
Underground Salt Lake City Variant_Architecture_Location,"Underground Salt Lake City {prompt}. Mormon heritage and frontier spirit reinvented below ground, vaulted marble temples stretch beneath wide caverns","Bland government high-rises catering to lobbyists, authentic local character buried"
Underground San Jose Variant_Uncategorized_Location,"Underground San Jose {prompt}. Silicon Valley ingenuity recast below ground, ornate hand-carved server racks house digitized California lore in catacomb data centers","Cheap fast construction catering to tech lobbyists, organic local culture forgotten"
Underground Seattle Variant_Uncategorized_Location,"Underground Seattle {prompt}. Where the Seattle scene thrives below streets, neon amphitheaters house grunge rock spectacles amid eerie dioramas",Bland statehouse halls where music and culture are actively suppressed
Underground Springfield Variant_Folk Art_Location,"Underground Springfield {prompt}. Where Illinois folk art and history is reborn, riverboat village carved underground, Lincoln lore depicted in murals","Bland concrete government blocks, local heritage nowhere found"
Underground Wichita Variant_Folk Art_Location,"Underground Wichita {prompt}. Soul of Kansas perseveres below ground, blues pouring from neon-lit speakeasies and folk art studding tunnels",Bland concrete bureaucratic buildings
Underwater Photography,"Underwater Photography {prompt}, Underwater Photography, often for aquatic scenes, marine life, or submerged beauty.","land photography, digital design"
Urban Fantasy Art,"Urban Fantasy Art {prompt}, Urban Fantasy, often for modern magic, supernatural beings, or cityscapes.","Cyberpunk Fantasy Art, digital design"
Urban Landscape Photography,"Urban Landscape Photography {prompt}, Urban Landscape Photography, often for cityscapes, architectural forms, or metropolitan scenes.","rural photography, digital design"
Urban Photography,"Urban Photography {prompt}, Urban Photography, often for cityscapes, urban environments, or metropolitan energy.","rural photography, digital design"
Urban Sculpture,"Creating sculptures for urban environments {prompt}, often large-scale and site-specific.","interior design, digital art"
User-Centered Design,"User-Centered Design {prompt}, User-Centered Design, often for usability, human factors, or user satisfaction.","decorative design, sculpture"
Utrecht cityscape,"{prompt} Utrecht cityscape. Dom Tower, Canals of Utrecht, Utrecht University.","Sahara desert, sand dunes, scorching sun."
VR Art Variant_Uncategorized,"VR artwork {prompt} . Artistic exploration of virtual reality, full immersion in responsive simulated environments, navigation through avatars","Passive viewership, images hanging on white walls, discrete objects, physical constraints"
Vacuous Grimace_Uncategorized,"Disturbing vacuous grimace {prompt}. Empty rictus grin and soulless eyes, twisted parody of humanity","Fresh open grave, proper burial rituals"
Valhalla,"Valhalla {prompt}, Valhalla, often for Norse gods, warriors, or Viking legends.","Atlantis, digital design"
Valve,"{prompt} in High quality CGI, environmental storytelling, immersive interactive worlds","2D animation, linear narratives, non-playable stories, passively viewed"
